x1,x2,x3,x4,y
0.081375335,0.033060692,2.50104919,1.662316082,-2.267244779
2.976482036,2.670511553,3.740244799,1.276459387,3.972042178
2.728154363,3.252645146,1.508469037,1.755605278,14.64141943
2.870504393,3.26999743,3.662746671,0.025508877,-4.130866747
1.454771087,0.831154774,2.807185087,1.561722519,-2.336197644
0.385197031,2.900918384,2.284655024,1.39010201,2.551571097
2.605105569,3.981376289,0.405025129,1.317247715,18.42763891
1.166940758,1.566954615,,0.432148665,0.535253122
3.52610802,2.619049629,2.847821222,3.680921301,17.15399841
1.970507323,0.745470054,1.113923941,0.250431571,1.805225259
1.384825483,0.855556202,2.955669628,0.499964232,-1.180526624
2.824999065,0.447480552,2.481090978,0.055228041,-3.248649311
1.731904728,0.023792541,2.982531857,1.414364506,-5.177138121
1.316380285,1.439439688,1.366973777,0.114938787,1.241385299
3.940339256,3.584969561,2.153631749,3.205282761,34.39189908
1.902620318,2.199031621,3.356129002,0.323774783,-0.881634009
0.975780307,0.096958847,1.702383999,1.876227311,-3.573288508
2.626401292,2.283924945,2.850701947,2.120729165,6.404351953
1.364355702,3.792429761,0.241255463,1.512400842,11.08477184
3.95681173,3.088613699,3.030663514,1.044693234,7.613272862
0.948958971,0.876641132,0.518407881,2.408851632,-2.370864455
2.418910706,1.619529656,3.510009517,0.281565197,-2.503722373
0.059503636,3.340514674,1.071438687,1.910873749,0.245854563
1.661433054,2.765640841,0.756886936,1.976908103,8.422089098
3.363344331,1.800597615,3.20624195,1.237333665,1.029849978
1.0107987,2.158504501,3.605717616,3.261807345,-3.78401564
1.968061261,2.453759416,0.14324391,1.748801883,9.993753041
0.316202451,0.226140573,0.852648487,2.095129473,-3.122692374
3.579414527,2.740936298,0.890708418,3.436435635,25.84027246
2.141567378,0.588115865,0.514295256,0.555136958,2.898779006
2.529985394,3.779496591,2.940810723,1.043378501,8.359780127
2.607377064,3.8857802,0.6483156,2.102714958,22.05259907
1.467485098,0.624578222,2.280975837,3.066080735,-6.942405668
0.727042591,0.358584133,1.036468229,0.880435016,0.625840164
0.090626732,0.13167179,2.834096499,1.561618337,-1.456731914
3.470508027,3.286354476,2.325532851,0.927590813,9.396345875
2.716735014,1.928560851,0.98543726,3.721607846,8.103276054
2.798176558,2.631792464,2.113044666,0.941164812,6.085312783
3.005881561,2.656565973,0.879809767,1.447116945,13.25179329
3.922242063,1.110585271,1.668206223,0.421886412,0.944667243
3.631361057,2.727568803,3.480273897,0.125634676,-4.277960748
2.613344775,2.551898022,0.496612189,0.100660246,4.629220887
3.890006508,1.857472377,1.683118436,3.759028573,12.32857691
0.585795234,1.599463472,3.65283295,2.973859346,-5.018613775
2.507837124,0.640648832,0.739230496,0.635435355,2.842919164
3.478236153,0.752422833,0.836744612,0.091940523,2.550356648
0.527420586,1.657665312,3.864380419,2.219267509,-2.317455001
1.841390143,2.307129433,3.526084525,2.621252775,2.362596072
0.819423457,0.701292411,0.964216593,1.79973673,-0.860369446
3.003362641,3.30569816,0.950295613,3.258124165,25.30855939
2.890908351,2.665577936,3.506446481,1.603420998,5.507115799
2.423214129,2.798760241,0.724050334,3.319599958,15.6652111
2.247792612,2.987034542,0.233164202,1.018180501,10.85602465
0.235103746,1.006610565,2.228642365,1.053211218,0.222164187
1.307907162,2.347462688,2.434803215,0.063685511,0.842628206
1.045111222,2.114932644,1.043949377,2.568113468,1.942999661
3.517585903,0.777958136,3.833273858,1.212312452,-7.029469022
1.358882931,0.776730483,1.576832957,1.225807739,0.241272108
3.949505584,1.172997903,0.221274678,0.441589123,6.169029254
1.323519568,3.238306469,3.959007638,2.450202021,4.14249502
0.072705594,2.60030982,1.323683974,1.653889344,0.753342679
0.96654995,3.541219212,3.880254567,2.709602224,3.130066575
2.324774639,1.505461671,,3.78261864,-3.850011649
0.848197035,2.602455716,0.697161588,2.45535844,3.156568909
0.965068231,3.579715328,2.09747298,2.788283728,5.367689781
3.086832838,1.738542141,3.501389116,1.236741116,-0.171601543
2.466746076,2.874829059,2.477885956,2.333441847,11.01907477
3.587828907,1.50147381,2.528605915,3.229122604,3.932918245
1.08740338,2.896139615,3.971319516,1.252485035,2.603196177
2.728615372,0.317527714,3.213957394,0.331792762,-4.786173278
1.611215521,3.79255901,1.292729837,2.489924222,12.46880734
0.646811891,0.329077791,0.642810334,0.884017372,0.927749633
1.256214028,3.318724873,3.105801318,1.717933198,5.588949128
2.948178782,2.235791956,2.982156445,3.185876374,7.762771429
1.009327098,1.224191902,2.480310722,2.876076903,-4.917406386
2.007267689,2.876156692,3.814912988,1.901396256,5.473157411
2.722504476,2.94962715,1.388443361,3.450314593,18.32768911
3.313800185,0.919889777,1.504649717,0.633884817,1.188419177
0.438468369,2.63422094,2.245340948,0.016195369,2.604207987
3.930309124,2.635979121,2.381729437,0.296968575,0.283615231
3.757790273,1.278445767,2.242531953,2.181051836,2.997606107
0.581116602,0.887353945,2.22230432,1.816551153,-1.305334194
0.100166645,3.914894507,2.043123092,3.750481285,-8.40847714
0.6805403,0.466462777,3.962547176,0.39110151,-1.133462735
0.336166733,3.599222584,1.796168744,1.334987646,3.608839819
1.499095491,2.687231951,1.836299429,2.13048834,6.266521421
3.452075197,1.354087444,0.620340603,1.459777484,8.001477936
2.476124436,1.15610229,1.567794615,0.504575083,1.46436174
0.693354647,3.738991122,2.879861753,1.314639587,4.583259896
1.932709671,3.009407891,2.193899702,2.173755658,9.147554294
2.631164109,0.763580623,0.251735269,1.22856917,4.224562832
2.890021882,3.197071557,0.857845364,2.108810932,19.56475445
3.386766296,2.041478609,0.546165066,2.789869613,15.32495596
0.603486495,3.964805246,3.544232022,3.874904198,-3.098171789
1.937125775,2.049911336,1.355726476,2.59658064,5.16318936
1.175647128,2.995304693,0.146270179,3.903092494,3.262132202
1.714235143,2.715256408,2.251664455,2.534776987,6.262851949
2.730111033,0.279013164,1.517138945,2.36038801,-4.351361895
1.947530457,0.494937623,1.455007104,2.817957352,-5.24809425
3.070646319,3.449314482,3.234225002,3.296215495,20.87432369
0.935005754,0.361698202,1.31854392,1.269603406,-0.342871381
0.216114126,3.571301594,1.042355332,3.456372202,-4.841290097
2.991310871,1.819041284,3.950835171,3.837024416,-0.499694807
0.24148671,0.718607297,3.991402135,3.401465948,-10.04605704
2.292040328,2.33325985,2.881488687,0.125591654,-0.577062692
1.093575651,0.387360023,2.495794514,0.770870358,-0.943398424
2.785365875,0.713356514,2.242050539,1.32915242,-1.681813769
1.26691593,0.647291835,3.087760033,2.418943628,-5.356930396
3.701554397,2.04636375,0.581793057,2.47236783,16.9237311
2.912517655,3.9617086,0.766008286,3.341125269,32.40033484
1.542604766,2.470890038,3.777093445,2.832553088,1.767413485
3.871831199,1.376033422,0.749466021,0.369311749,4.887529413
1.18460148,0.530560718,3.595435209,0.577308839,-1.74952952
1.031020769,2.411389057,0.238596814,0.365725524,4.957467373
0.180552204,2.312900825,1.873038051,1.414258316,1.110678793
2.528302764,2.869201655,3.905144718,0.695149448,0.591902465
1.802102809,0.702560211,0.457725289,0.233203616,2.812188425
1.370864266,0.024543031,2.813629568,1.071418739,-2.966795002
1.015571874,,0.040336222,2.971624911,-1.458950923
3.977862261,0.369520168,2.371301675,2.682601157,-7.752206451
3.693496752,3.354504019,2.149371961,0.507270439,6.11203207
1.820115126,3.78845959,2.758266412,0.3760984,3.578530372
0.537114351,0.435016175,3.734678796,0.346913649,-0.298839237
2.765982387,3.781650886,0.524376842,0.143524008,6.585341271
0.258139532,0.247421373,1.18132806,0.850768897,0.428669703
1.969552016,0.128362599,3.163454979,2.201588206,-8.194568765
2.70904721,3.763637614,3.421294324,2.165438405,15.24255799
1.071228269,1.637548646,3.898567076,1.917630722,-1.762513332
0.495228779,0.492711533,1.407286639,2.473847211,-4.980466448
2.652425547,3.080269621,0.185081969,2.915682085,21.48044292
1.131236748,3.501868717,2.13419696,3.208141849,4.912655972
1.574025181,1.575700236,0.275303953,0.560693913,3.853711869
0.197304705,0.151709977,1.273105821,1.67817186,-2.535400669
1.108204102,1.125413949,0.695691869,1.703299248,1.667344619
1.18784965,2.337388874,0.448759563,0.125422971,3.605091612
0.005394494,1.891339707,3.28811659,2.12271281,-2.371942976
2.791190935,2.530885744,1.322750567,2.153217628,12.63066278
0.314979821,3.994429061,0.156817,3.554934086,-3.756320202
3.673423765,2.567191355,3.036952748,2.698337746,13.91810746
0.72038972,2.04524504,1.377579622,1.120816543,3.013163734
2.2571696,3.362465068,0.427601485,0.216736879,6.491239058
3.153780359,3.220837323,3.893806119,0.250557125,-3.215930322
2.141440133,1.394388325,3.247228853,1.131388051,-0.595784486
0.506438034,2.918526708,0.771638488,0.279553565,3.825647442
0.837310275,1.318997876,0.675087546,1.896959325,0.29780871
1.269423371,3.501462589,2.245861903,0.201111359,3.482264662
3.863768402,2.330714333,1.863806067,2.601702721,15.68450269
3.603307133,0.689143012,3.101813214,2.910617753,-7.209047621
1.208648494,0.435586351,1.687850746,2.931143697,-7.187316079
1.424797985,3.711088689,3.398114644,3.522768549,7.304694991
1.602151141,2.499766825,3.072210878,3.231635472,2.024350002
0.256006462,3.601959051,2.926471689,0.916576108,4.067249367
2.060025449,0.509382126,2.201614136,2.152290711,-4.166966336
1.211031579,1.911627221,2.855868396,1.555786237,1.741160013
0.227920308,0.441209686,0.65813819,1.560008939,-1.351578763
1.496535734,3.898189719,1.93883115,0.382876434,5.278124482
3.702802399,1.951408254,1.480784385,2.067404527,11.71123021
2.234033951,2.731004632,3.212404989,3.399918571,6.99826166
2.978584883,0.446073139,2.676463957,1.837415442,-5.141850333
0.098604097,2.417324064,3.428760863,1.601428372,0.345939149
3.828709172,3.493797366,0.700751617,3.06984116,37.16133319
2.790527559,3.498193639,3.961702763,0.499713222,0.027620121
3.858588578,2.793218144,0.194470118,2.634576074,27.75838108
3.256271165,3.90133371,0.123628446,0.052083749,8.059777558
2.335228648,2.871631187,2.290920861,0.600831333,3.817583577
3.54640141,0.133787525,3.244240051,3.532204946,-17.62689876
0.704563189,0.544590281,0.60974884,1.513494386,-0.332555149
0.26505154,2.475378054,0.44192311,3.388521474,-6.051743269
3.151134916,1.5286867,2.504034505,0.541851603,0.101014121
0.50260748,0.559637786,2.676027615,0.95535494,-0.454943272
0.821838787,1.230224506,0.601513959,3.854857896,-8.761253883
0.940832758,1.287214507,0.579566552,3.530105271,-5.632215146
1.2542495,2.245755741,0.429747695,3.038054741,3.084586183
0.375472629,0.085596041,1.348379111,3.980615982,-14.87034501
2.435822399,0.370247438,0.787703689,1.907915539,-0.990700118
3.513500197,3.138602916,2.186506698,1.03543286,10.0875183
3.690190987,1.483006097,2.938450935,1.229804786,-0.147730083
0.346846792,1.402943789,2.957596651,1.841381336,-1.012047597
2.961224259,1.4203228,2.04579904,3.117207828,2.204294616
0.943552494,1.932991041,1.189112728,0.213210474,2.516265416
0.513429124,2.213445981,0.86649579,0.247674444,3.40291387
2.232709904,1.196232121,2.907811837,3.496008923,-5.773711305
3.652297851,3.935578799,2.773740642,2.002595686,22.8780113
1.458845592,3.716917531,0.697702791,2.710753007,12.32398268
1.462894691,0.534637001,3.417010483,0.902218929,-2.739982709
3.257358083,0.98797117,0.902325581,2.748836432,3.174040754
1.096739892,1.474739579,0.264525857,1.268239783,2.901776745
2.737304521,0.649170452,2.701541856,3.582059841,-10.16121251
0.652646155,2.922518724,2.304235871,2.911116177,-0.389426662
3.334198207,3.324627291,1.832752848,2.17812606,20.42531658
0.277709329,2.070597199,0.280134683,3.749250467,-8.931427362
0.764860402,1.357773583,2.516766955,2.320426899,-2.135159123
1.715845302,3.156522873,0.585600948,1.210678514,9.5912741
2.33216603,0.582677712,0.996075822,3.258123552,-5.39200649
0.450578835,2.451248472,2.845599536,2.927098923,-3.216473986
1.735884718,0.272713052,1.990479236,3.46362271,-10.83825175
3.940141455,2.526051944,3.327548808,2.501922492,12.56509516
3.456724429,0.098113717,2.404875592,1.990098049,-7.80635011
0.854309796,1.843039,1.584048597,0.467360484,2.358995397
1.132152196,1.273502477,3.498222255,,-0.900241558
0.236294426,0.229252123,2.448116308,3.101291406,-9.282353037
3.651181384,2.256979935,3.055211464,3.118618215,11.07077187
0.809849604,1.195680523,1.314069427,3.399988399,-6.708342531
0.216816064,2.018805357,2.017104061,0.669016163,2.531587742
3.171109644,1.436431066,1.804941813,2.506982091,4.82535359
0.262597025,0.936832488,2.995458049,3.835040054,-12.60859424
2.956619849,2.797735013,1.587997016,2.057016584,14.13352639
0.385968473,3.688731868,3.473075207,2.505892973,0.547736914
2.968521112,0.523614293,1.997457147,2.49825954,-4.380510644
1.190590639,2.774236717,1.748919683,1.689531698,4.720972827
1.535475008,1.825277049,2.920354046,0.040718693,-0.355198608
2.034632375,3.505349186,1.112294469,2.762318149,15.65206552
1.797228746,3.83141753,1.12288686,3.58841154,16.16260324
3.790761981,3.104342423,2.215067453,2.342507143,21.00268588
2.554789199,3.918751347,3.115257542,0.467067282,2.975995818
0.118137002,2.674769326,3.034547333,2.301127077,-1.559393606
3.426284169,1.641440909,2.647831291,2.533161257,4.397521117
2.635639306,2.451066644,3.198387671,1.171677416,3.430064882
2.47728516,2.311190218,3.649987491,0.027956562,-3.121353067
1.663549822,1.919027712,0.954699193,2.941016439,3.223541229
0.538271192,3.097154975,1.247447602,1.840114205,3.034194047
1.493476027,0.629675853,3.796120429,1.794722715,-4.317513844
1.750322957,3.37059448,1.151628568,1.179298062,9.502078224
2.234917233,1.733291082,2.01172796,3.282631812,2.314653542
2.084338785,1.641227351,3.562127886,1.592134995,-0.317339433
1.190535343,2.598373126,0.076010166,3.609141049,2.061898748
1.427103719,1.485172534,0.954831982,2.287419631,1.926577528
3.428283485,1.773000052,2.945614582,1.653563546,3.048254487
0.030498609,3.611468244,2.182030943,0.033560065,4.035464692
0.690164809,2.35973593,2.913736517,2.623514707,-1.139339498
2.84809767,0.654292035,1.529947269,1.193788713,0.913351174
3.289835159,3.559705851,2.523732148,0.903024513,8.850731439
2.679379809,3.598683313,2.89191946,0.479000752,3.781131071
0.980513827,3.165515775,0.274547133,2.302967578,5.721885748
0.712529077,3.388105405,3.295727168,1.915124584,3.414188721
3.544115633,0.498412825,2.992822965,3.936557952,-14.54635297
1.050857328,2.704633013,2.162726523,3.146276343,1.484226588
1.407226075,0.324628001,1.917437833,1.694194211,-2.983888687
3.23217634,2.002432017,3.494983638,2.521902225,4.760404447
0.574260328,2.437716858,0.684502345,1.779645148,2.551010653
3.700481503,0.979366893,1.519804911,3.269349017,1.177678662
2.206515579,3.904268475,2.132046413,3.081240665,19.06429034
2.24921447,3.720692567,1.860102417,3.150634584,18.37303282
3.273363128,3.484655289,3.861206994,2.582105983,17.22818463
3.695028544,0.692281463,1.708957375,2.570080796,-1.444748405
0.730688747,0.338280773,2.956171474,2.854145647,-8.210392071
3.624387937,1.037975639,2.911179209,3.099656139,-3.776796205
1.990866662,0.694530798,2.378484805,2.462336519,-4.132986732
0.321554196,3.217390942,2.967421204,3.574663564,-6.161240698
0.164595793,0.4413133,1.013702314,3.364956317,-10.33053154
1.579868068,3.746955114,2.128407879,1.937759362,9.905090844
1.176356528,1.601682697,2.266468392,0.548312545,1.627818575
2.621969611,1.602450895,1.329827396,1.258981745,5.114003999
2.972143586,0.304127445,2.260352927,2.767535408,-8.344580341
1.689139959,0.391014254,3.905548096,2.110776132,-6.830775663
3.892135268,2.075507625,3.792251609,3.991321118,7.878638657
0.108079478,0.615749751,0.074745019,1.133985683,0.010514935
2.463928842,2.169303004,1.663701119,2.58575457,8.557763625
0.916975586,1.047735586,1.650970832,2.175013042,-1.611791812
3.182400038,1.257001982,1.128685686,2.07841468,5.762486378
2.223834914,2.541176177,3.278606289,2.064160658,5.211106214
2.789700238,2.589892396,0.390880079,0.257294482,6.563686728
3.972642106,0.648297989,3.444216899,3.182963783,-10.55574597
2.50874731,3.349090366,1.538592212,3.207275935,19.17827797
0.541393583,1.430114088,0.010523887,1.435428348,1.054581707
3.254118003,2.567981163,3.824782495,0.700907921,-0.394923023
2.024197666,3.243628016,3.288293526,2.373258581,9.104836689
0.563613159,2.807712546,0.091623943,1.361288703,4.368265525
0.405932463,0.533805291,0.6641532,2.364867614,-4.336581551
2.093761333,3.53059876,3.583370875,3.421294178,12.56179007
1.536572829,1.378088219,0.512051867,3.711233457,-3.095170963
0.463078453,0.612044404,1.596952725,3.092505063,-8.184020598
2.573959286,3.540097221,0.204253006,2.499125873,22.32744474
3.678780965,0.916207069,2.833525548,1.706562619,-2.971646199
2.209407671,1.104218457,0.580208007,2.29742177,2.822569136
0.394498104,1.907592916,3.184665018,2.986529472,-5.235065386
2.629547982,2.412852674,2.75827068,3.50177888,8.619791588
3.464167236,0.23232873,1.059668945,3.950224813,-11.42221208
0.998505727,0.628176976,3.114002012,1.552195762,-2.555733257
3.246805668,2.611317882,0.416542014,3.274050263,22.47118873
2.972343402,1.016528345,1.895028922,1.65171307,
3.495084302,1.522229672,1.067333589,0.18120913,2.542083356
3.5913499,3.343802922,0.055670384,2.02616465,27.17353703
2.083669768,1.723790433,1.647453951,2.253673031,3.888745148
0.502539636,0.207028548,0.466326833,2.105456352,-3.465820877
2.221503659,0.556655288,2.641277785,1.993940187,-4.03489947
1.615978476,2.762548444,0.596788329,1.355722767,7.873117776
3.994619963,3.710597034,2.270475644,0.940627371,12.063147
1.691874812,1.299848364,0.073915569,3.368565117,-0.28851482
2.160523084,0.781896173,2.803839208,2.014861683,-3.339431029
3.686373098,1.606639887,0.526853495,1.52476339,10.95604438
2.259162567,2.803601938,2.530435939,1.313278907,6.13513385
2.55772838,1.108124034,3.074139665,2.814816627,-3.396657853
1.143339148,3.589710507,2.64727366,0.74270991,4.313695403
3.863383622,0.825488128,0.852864348,3.67450039,0.361516502
1.921067918,3.024553644,2.711272933,2.757444286,9.020570462
0.262905819,3.58900339,3.988210744,2.524882139,-0.383987481
0.229528918,0.476136418,0.720736239,0.02322263,1.286547569
0.679463696,1.862720628,2.493771916,2.377668366,-1.405113225
2.879138569,1.076736571,1.078068457,1.941713973,3.683104823
1.224328243,1.871943515,1.16904308,0.385168868,2.906758381
0.340646674,3.613632321,3.784891889,3.811906267,-7.003270897
2.312374397,2.474852541,0.002675739,3.176051854,13.81915017
0.275329471,3.940860179,0.46641781,0.774846348,4.706974181
0.371149561,3.739595803,1.140368851,3.473895234,-2.949990631
3.003638578,3.275492262,3.132185796,0.562820411,2.96856929
0.524188916,0.351353595,3.728446225,2.045997239,-4.752491107
3.389428046,0.866562217,3.359258045,2.957957361,-6.659353119
3.880599332,0.657574542,2.104700041,1.344115394,-1.765202508
0.282002069,2.366813436,0.053890695,3.469470432,-6.665074825
2.156986352,2.863196234,1.701608277,1.016908619,7.038816164
3.479331876,0.81099644,0.96747192,0.847694948,3.09297283
1.187043075,0.754915745,1.335945723,3.043057151,-6.122079044
1.277613159,1.754885297,2.617599231,0.243810226,0.30291739
1.050156553,0.451258833,1.226482305,3.51864045,-9.656046652
2.362932752,1.903373856,1.27619967,3.341574732,5.741998264
0.50858074,0.881920516,1.586955303,2.12284063,-2.80769788
1.203521624,2.727848602,0.592459286,1.50348363,6.135809046
2.03526304,3.591728949,1.937665748,0.415971693,4.96116449
1.096039109,3.627981059,0.758707025,1.521138765,8.01869928
1.284357905,1.603945255,0.429754896,1.681332556,3.450114381
2.388046849,3.545952486,1.677581964,2.006371641,15.61206195
1.382790309,2.384359096,3.927469501,0.138832513,-0.692711912
2.63855543,1.041732604,0.023505574,0.257109864,4.767080555
2.305454846,0.608776394,3.153447922,1.792291541,-4.804350831
3.435430942,2.853843921,2.430569698,0.898773039,6.438734749
3.723682475,1.524784135,3.230437922,2.507989263,2.054886023
1.002226812,2.446489742,1.955763417,1.440533751,3.874782763
1.139387885,1.137692924,3.898689542,2.176733808,-3.361356566
1.027384816,0.622931235,2.40180299,2.046838345,-3.572757869
0.428958262,1.610520813,0.606117357,1.599652329,0.567981625
0.318786052,2.392657493,0.402835544,1.483381123,2.192262714
2.107039353,0.285593325,2.11225934,2.585451025,-7.083992524
1.060357515,3.303748655,3.29216325,0.79578329,3.425850613
0.990508784,1.099748614,2.148613837,3.276263113,-7.197213818
1.217769815,0.762478064,0.183081734,1.024077061,2.605802672
2.656915844,2.904079483,3.61599773,0.5767424,0.672988422
0.295483012,0.212609772,3.434659217,3.926037783,-15.0867632
0.784942825,1.73462196,2.567077616,0.017904394,1.486908099
3.858033532,1.928214974,0.46978802,3.581759171,18.21311814
2.799569303,3.188099588,3.747244229,1.219648909,4.985829882
0.236937334,2.693590985,2.111588047,0.261353415,2.618018585
0.177529531,1.307437412,2.41905773,0.990591673,0.981764673
1.872463677,2.322615007,0.59429057,1.421073109,8.021991705
2.413777533,3.962150084,0.167150376,0.388641171,9.957738786
3.614515393,2.248182541,2.851076783,0.198629757,-1.868587498
0.416828234,1.977498212,3.064234404,2.525627288,-2.988190236
2.74142465,1.129469742,3.914142837,3.240673169,-6.77523815
3.328269066,1.073112362,0.641557505,3.062469424,3.951822416
3.72005459,3.422426049,3.391289818,3.165415603,24.90588853
1.589441132,2.315857166,0.565413733,1.543125688,7.174290972
3.078427798,0.923652524,0.01959363,1.649134764,6.112808384
2.402628553,3.666872871,3.33812989,0.178087144,0.545087499
1.902956125,1.301299684,1.597759935,1.879909286,1.613683442
0.055427567,3.524116513,2.499839036,1.380570343,1.828597769
0.546296817,1.083701749,3.373123912,1.140888626,0.153646414
2.405257946,3.849771299,1.809267672,3.898978132,22.98383979
0.827213078,2.297393065,2.64788315,0.478167778,2.425259632
1.256216875,0.862949217,1.238514019,0.106345042,1.644666765
0.619108391,1.569882724,3.021835984,2.745234088,-3.998357205
1.400152351,3.389913032,0.036139178,3.287879638,10.15548396
3.134186617,1.099381446,1.765471206,1.044858618,1.245084262
